alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030602,Hulet Ej Enese,3,ET030602,Hulet Ej Enese,octdec,14.36987,-4.30676,32.8103
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030603,Goncha Siso Enebse,3,ET030603,Goncha Siso Enebse,octdec,7.67904,-1.832,16.65313
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030604,Enebse Sarmder,3,ET030604,Enebse Sarmder,octdec,6.04247,-7.92239,19.2541
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030605,Enarj Enawga,3,ET030605,Enarj Enawga,octdec,-2.23779,-12.22565,6.83179
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030606,Enemay,3,ET030606,Enemay,octdec,-9.31454,-18.4613,-0.62963
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030607,Debay Telatgen,3,ET030607,Debay Telatgen,octdec,1.52617,-17.14745,31.8642
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030608,Debre Elias,3,ET030608,Debre Elias,octdec,27.66176,12.01736,48.70213
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030609,Michakel,3,ET030609,Michakel,octdec,6.55637,-7.9199,23.00626
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030610,Guzamn,3,ET030610,Guzamn,octdec,10.94521,-9.77374,30.90742
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030611,Baso Liben,3,ET030611,Baso Liben,octdec,9.93262,-1.99655,21.3569
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030612,Awabel,3,ET030612,Awabel,octdec,-11.7915,-19.97202,1.12994
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030613,Dejen,3,ET030613,Dejen,octdec,-15.10021,-19.25236,-8.94076
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030614,Shebel Bernta,3,ET030614,Shebel Bernta,octdec,-10.47714,-16.14418,-4.22366
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030615,Debre Markos town,3,ET030615,Debre Markos town,octdec,-3.83329,-3.83329,-3.83329
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030616,Senan,3,ET030616,Senan,octdec,5.68349,-4.98448,24.8243
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030617,Aneded,3,ET030617,Aneded,octdec,-4.78339,-14.60652,11.34274
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030618,Amanuel town,3,ET030618,Amanuel town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030619,Sedae,3,ET030619,Sedae,octdec,5.82506,-6.19018,13.35769
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030620,Gundwoin town,3,ET030620,Gundwoin town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030621,Debrework town,3,ET030621,Debrework town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030622,Lumame town,3,ET030622,Lumame town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030623,Merto Lemariyam town,3,ET030623,Merto Lemariyam town,octdec,9.66027,9.66027,9.66027
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030694,Mota Town,3,ET030694,Mota Town,octdec,28.71542,28.71542,28.71542
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030698,Dejen town,3,ET030698,Dejen town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030699,Bechena Town,3,ET030699,Bechena Town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030701,Semen Achefer,3,ET030701,Semen Achefer,octdec,56.27495,20.22254,118.43684
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030702,Bahirdar Zuria,3,ET030702,Bahirdar Zuria,octdec,36.32813,12.38142,54.00774
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030703,Yilmana Densa,3,ET030703,Yilmana Densa,octdec,30.7718,13.66527,57.50938
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030704,Mecha,3,ET030704,Mecha,octdec,57.5293,39.00225,76.85124
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030705,Sekela,3,ET030705,Sekela,octdec,33.56077,15.1514,55.88379
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030706,Quarit,3,ET030706,Quarit,octdec,23.15461,11.04808,33.69252
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030707,Dega Damot,3,ET030707,Dega Damot,octdec,18.84401,-11.46742,32.0923
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030708,Dembecha,3,ET030708,Dembecha,octdec,16.39934,-13.19969,49.74853
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030709,Jabi Tehnan,3,ET030709,Jabi Tehnan,octdec,16.14648,-4.99081,47.15585
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030710,Bure (AM),3,ET030710,Bure (AM),octdec,48.25494,23.03133,69.55859
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030711,Wemberma,3,ET030711,Wemberma,octdec,53.09842,34.36229,74.70359
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030712,Bahir Dar town,3,ET030712,Bahir Dar town,octdec,31.68249,25.74758,38.03252
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030713,Debub Achefer,3,ET030713,Debub Achefer,octdec,85.40968,52.09924,115.76001
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030714,Finote Selam town,3,ET030714,Finote Selam town,octdec,8.6839,8.6839,8.6839
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030715,Debub Mecha,3,ET030715,Debub Mecha,octdec,55.12001,29.58543,70.91795
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030716,Shendi town,3,ET030716,Shendi town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030717,Denbecha town,3,ET030717,Denbecha town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030718,Gonje,3,ET030718,Gonje,octdec,24.77173,10.68616,36.04172
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030719,Dure Bete,3,ET030719,Dure Bete,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030720,Jiga town,3,ET030720,Jiga town,octdec,1.29433,1.29433,1.29433
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030797,Merawi town,3,ET030797,Merawi town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030798,Bure town,3,ET030798,Bure town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0307,West Gojam,ET030799,Adete town,3,ET030799,Adete town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030801,Zequala,3,ET030801,Zequala,octdec,-7.94487,-15.2732,1.88534
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030802,Sekota,3,ET030802,Sekota,octdec,-7.40999,-13.76253,-1.51279
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030803,Dehana,3,ET030803,Dehana,octdec,-12.78724,-20.40103,-0.14543
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030804,Gaz Gibla,3,ET030804,Gaz Gibla,octdec,-7.19914,-11.92949,1.60629
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030805,Abergele (AM),3,ET030805,Abergele (AM),octdec,-1.90285,-12.31063,4.40913
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030806,Sahila,3,ET030806,Sahila,octdec,0.02985,-11.58371,15.61605
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030807,Sekota town,3,ET030807,Sekota town,octdec,-6.78949,-9.19365,-4.38532
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030808,Tsagbeji,3,ET030808,Tsagbeji,octdec,-6.51199,-10.22135,-2.01503
ETH,ET,Ethiopia,ET03,Amhara,ET0308,Wag Hamra,ET030809,Amde Work town,3,ET030809,Amde Work town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030901,Dangila,3,ET030901,Dangila,octdec,53.87806,23.29893,90.02003
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030902,Banja,3,ET030902,Banja,octdec,39.54136,14.13181,68.55611
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030903,Ankasha,3,ET030903,Ankasha,octdec,49.90839,33.5993,64.76634
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030904,Guangua,3,ET030904,Guangua,octdec,52.61197,32.30145,71.28496
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030905,Fagta Lakoma,3,ET030905,Fagta Lakoma,octdec,50.94261,34.88678,66.46655
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030906,Jawi,3,ET030906,Jawi,octdec,33.83618,10.9567,77.3629
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030907,Guagusa Shikudad,3,ET030907,Guagusa Shikudad,octdec,34.70061,24.15552,43.5876
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030908,Ayehu Guwagusa,3,ET030908,Ayehu Guwagusa,octdec,39.42879,25.53432,56.52161
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030909,Agew Gimija Bet,3,ET030909,Agew Gimija Bet,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030910,Adiss Kidame town,3,ET030910,Adiss Kidame town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030911,Tilili town,3,ET030911,Tilili town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030912,Fendika town,3,ET030912,Fendika town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030996,Injibara town,3,ET030996,Injibara town,octdec,24.3399,24.3399,24.3399
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030997,Zigem,3,ET030997,Zigem,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030998,Dangila town,3,ET030998,Dangila town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0309,Awi,ET030999,Chagni town,3,ET030999,Chagni town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031001,Dewa Cheffa,3,ET031001,Dewa Cheffa,octdec,-10.57709,-17.5414,-3.26686
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031002,Bati,3,ET031002,Bati,octdec,-15.65258,-24.42428,-8.60151
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031003,Jilye Tumuga,3,ET031003,Jilye Tumuga,octdec,-12.57491,-18.71282,-4.76091
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031004,Artuma Fursi,3,ET031004,Artuma Fursi,octdec,-13.17396,-15.67221,-9.65082
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031005,Dewa Harewa,3,ET031005,Dewa Harewa,octdec,-14.12375,-15.82843,-12.19398
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031006,Kemisie town,3,ET031006,Kemisie town,octdec,-11.07145,-11.07145,-11.07145
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031007,Chef Robit town,3,ET031007,Chef Robit town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031008,Senbete town,3,ET031008,Senbete town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0310,Oromia,ET031099,Bati Town,3,ET031099,Bati Town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031103,Amba Giorgis town,3,ET031103,Amba Giorgis town,octdec,10.11549,10.11549,10.11549
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031104,Shawra town,3,ET031104,Shawra town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031105,Kolla Debba town,3,ET031105,Kolla Debba town,octdec,-4.70422,-4.70422,-4.70422
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031106,Chilga 1,3,ET031106,Chilga 1,octdec,13.30182,1.61274,28.99937
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031107,Tegede,3,ET031107,Tegede,octdec,15.85941,-1.50217,37.71516
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031108,Lay Armacho,3,ET031108,Lay Armacho,octdec,9.62719,0.43124,23.28452
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031109,Wegera,3,ET031109,Wegera,octdec,11.04801,2.91467,19.1664
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031110,Gonder Zuria,3,ET031110,Gonder Zuria,octdec,1.79196,-14.17941,15.1061
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031111,East Dembia,3,ET031111,East Dembia,octdec,-0.29147,-7.70879,13.25103
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031112,Chilga 2,3,ET031112,Chilga 2,octdec,13.71702,-6.61302,31.27579
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031115,Alefa,3,ET031115,Alefa,octdec,45.25521,29.90756,67.15819
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031116,West Belesa,3,ET031116,West Belesa,octdec,7.59872,-9.33969,23.00846
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031117,East Belesa,3,ET031117,East Belesa,octdec,3.47642,-5.75573,14.25378
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031118,Gondar town,3,ET031118,Gondar town,octdec,1.69378,-10.24175,12.85634
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031119,Masero Denb /Central Armacho,3,ET031119,Masero Denb /Central Armacho,octdec,26.28114,2.42965,42.35757
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031120,Tach Armacho,3,ET031120,Tach Armacho,octdec,16.25046,0.56714,37.01343
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031121,Takusa,3,ET031121,Takusa,octdec,23.38028,-7.80126,43.8618
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031122,Kinfaz Begela,3,ET031122,Kinfaz Begela,octdec,10.41898,2.0748,22.08154
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031125,West Dembiya,3,ET031125,West Dembiya,octdec,-0.54039,-8.14302,13.45007
ETH,ET,Ethiopia,ET03,Amhara,ET0311,Central Gondar,ET031199,Aykel town,3,ET031199,Aykel town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031205,Adagn Ager Chaqo,3,ET031205,Adagn Ager Chaqo,octdec,34.06349,16.96781,44.158
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031206,Mirab Armacho,3,ET031206,Mirab Armacho,octdec,8.42795,-0.10643,25.09286
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031213,Metema,3,ET031213,Metema,octdec,27.25335,11.92039,46.98351
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031214,Quara,3,ET031214,Quara,octdec,26.56301,11.28733,48.37124
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031223,Midre Genet,3,ET031223,Midre Genet,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031224,Metema Yohanes town,3,ET031224,Metema Yohanes town,octdec,18.61625,18.61625,18.61625
ETH,ET,Ethiopia,ET03,Amhara,ET0312,West Gondar,ET031292,Gendawuha town,3,ET031292,Gendawuha town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040101,Mana Sibu,3,ET040101,Mana Sibu,octdec,31.72302,9.76072,56.5556
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040102,Nejo,3,ET040102,Nejo,octdec,83.23536,57.46046,123.21889
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040103,Gimbi,3,ET040103,Gimbi,octdec,132.74399,76.40646,167.23076
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040104,Lalo Asabi,3,ET040104,Lalo Asabi,octdec,85.78522,54.15207,115.00203
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040105,Kiltu Kara,3,ET040105,Kiltu Kara,octdec,52.40996,41.7023,72.63166
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040106,Boji Dirmeji,3,ET040106,Boji Dirmeji,octdec,103.58242,63.1326,145.20963
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040107,Ayira,3,ET040107,Ayira,octdec,71.76912,51.78189,89.31828
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040108,Jarso (West Wellega),3,ET040108,Jarso (West Wellega),octdec,57.79978,40.76361,70.67473
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040109,Gudetu Kondole,3,ET040109,Gudetu Kondole,octdec,26.01659,14.40842,37.41295
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040110,Boji Chekorsa,3,ET040110,Boji Chekorsa,octdec,84.15479,68.09714,114.16939
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040111,Babo,3,ET040111,Babo,octdec,38.86381,20.81361,58.28996
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040112,Yubdo,3,ET040112,Yubdo,octdec,74.46049,48.17046,92.51756
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040113,Gaji,3,ET040113,Gaji,octdec,63.61895,54.62872,74.76843
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040114,Haru,3,ET040114,Haru,octdec,94.45535,52.91122,165.65608
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040115,Nole Kaba,3,ET040115,Nole Kaba,octdec,83.12551,50.59146,102.24658
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040116,Begi,3,ET040116,Begi,octdec,24.23851,9.83273,35.64174
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040117,Homa,3,ET040117,Homa,octdec,81.14532,63.25507,93.08221
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040118,Sayo Nole,3,ET040118,Sayo Nole,octdec,71.25974,56.67697,87.63812
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040119,Guliso,3,ET040119,Guliso,octdec,71.91634,43.79257,98.4713
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040193,Gimbi town,3,ET040193,Gimbi town,octdec,138.06267,138.06267,138.06267
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040197,Leta Sibu,3,ET040197,Leta Sibu,octdec,55.48679,32.63322,89.07715
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040198,Mendi town,3,ET040198,Mendi town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0401,West Wellega,ET040199,Nejo town,3,ET040199,Nejo town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040201,Limu (OR),3,ET040201,Limu (OR),octdec,149.08538,112.99538,171.19276
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040202,Ibantu,3,ET040202,Ibantu,octdec,135.3283,77.95871,178.47221
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040203,Gida Ayana,3,ET040203,Gida Ayana,octdec,107.13979,77.51071,145.64372
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040204,Haro Limu,3,ET040204,Haro Limu,octdec,149.38842,106.56337,181.95345
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040205,Boneya Boshe,3,ET040205,Boneya Boshe,octdec,75.19693,61.90195,86.39519
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040206,Wayu Tuka,3,ET040206,Wayu Tuka,octdec,98.63446,59.64922,150.24767
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040207,Bila Seyo,3,ET040207,Bila Seyo,octdec,90.33142,61.21703,151.09537
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040208,Gobu Seyo,3,ET040208,Gobu Seyo,octdec,90.97665,71.6839,109.72884
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040209,Sibu Sire,3,ET040209,Sibu Sire,octdec,110.87898,68.0847,156.47713
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040210,Diga,3,ET040210,Diga,octdec,98.5892,56.16037,130.42039
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040211,Sasiga,3,ET040211,Sasiga,octdec,130.66746,115.15352,155.87079
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040212,Leka Dulecha,3,ET040212,Leka Dulecha,octdec,76.21802,54.73929,99.72372
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040213,Guto Gida,3,ET040213,Guto Gida,octdec,141.8229,78.87637,165.9325
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040214,Jimma Arjo,3,ET040214,Jimma Arjo,octdec,90.66525,58.01811,113.94113
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040215,Nunu Kumba,3,ET040215,Nunu Kumba,octdec,91.65566,64.61539,106.48717
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040216,Wama Hagalo,3,ET040216,Wama Hagalo,octdec,72.03837,56.0497,88.19174
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040217,Kiremu,3,ET040217,Kiremu,octdec,80.95542,51.16223,109.28938
ETH,ET,Ethiopia,ET04,Oromia,ET0402,East Wellega,ET040297,Nekemte town,3,ET040297,Nekemte town,octdec,114.76689,109.30734,120.22644
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040301,Darimu,3,ET040301,Darimu,octdec,66.73156,23.17207,116.22525
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040302,Alge Sachi,3,ET040302,Alge Sachi,octdec,82.84189,53.19725,122.00414
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040309,Yayu,3,ET040309,Yayu,octdec,85.7746,51.77325,117.38776
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040310,Metu Zuria,3,ET040310,Metu Zuria,octdec,75.33671,43.63242,108.36406
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040311,Ale,3,ET040311,Ale,octdec,58.60479,38.28568,80.15649
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040312,Bure (OR),3,ET040312,Bure (OR),octdec,69.52615,36.95356,112.76932
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040313,Sale Nono,3,ET040313,Sale Nono,octdec,68.53839,22.47141,106.3577
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040314,Becho (Ilu Aba Bora),3,ET040314,Becho (Ilu Aba Bora),octdec,87.49664,49.79263,118.96555
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040315,Bilo Nopha,3,ET040315,Bilo Nopha,octdec,83.95584,68.20988,104.29283
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040316,Hurumu,3,ET040316,Hurumu,octdec,85.67687,62.00554,113.6006
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040317,Didu,3,ET040317,Didu,octdec,84.86096,60.19946,114.52087
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040319,Halu /Huka,3,ET040319,Halu /Huka,octdec,76.71537,64.88126,91.83115
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040320,Metu town,3,ET040320,Metu town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0403,Ilu Aba Bora,ET040324,Dorani,3,ET040324,Dorani,octdec,72.85493,53.17699,95.93112
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040401,Limu Seka,3,ET040401,Limu Seka,octdec,139.49477,85.81549,205.96042
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040402,Limu Kosa,3,ET040402,Limu Kosa,octdec,149.10395,100.01881,207.12968
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040403,Sekoru,3,ET040403,Sekoru,octdec,121.71886,71.46886,186.15674
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040404,Tiro Afeta,3,ET040404,Tiro Afeta,octdec,118.33762,95.45377,151.6048
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040405,Kersa (Jimma),3,ET040405,Kersa (Jimma),octdec,105.41531,61.63953,147.22298
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040406,Mena (Jimma),3,ET040406,Mena (Jimma),octdec,94.81242,71.12201,128.34158
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040407,Goma,3,ET040407,Goma,octdec,92.38998,55.20387,127.61801
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040408,Gera,3,ET040408,Gera,octdec,56.76087,13.85493,94.18889
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040409,Seka Chekorsa,3,ET040409,Seka Chekorsa,octdec,66.12754,24.49574,111.80466
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040410,Dedo,3,ET040410,Dedo,octdec,76.16097,22.5025,107.46365
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040411,Omo Nada,3,ET040411,Omo Nada,octdec,119.36117,89.1823,168.32944
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040412,Sigmo,3,ET040412,Sigmo,octdec,75.37727,43.19838,104.03946
ETH,ET,Ethiopia,ET04,Oromia,ET0404,Jimma,ET040413,Setema,3,ET040413,Setema,octdec,83.15604,31.51231,123.92735
